fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Aug,02,ANDHRA PRADESH,0210,CHITTOOR,3778872,251.422246779378,35,1512,3421.514283149,5856,0,40662,3587504,1180971,107908,140494,12758,765.51761,13206.815053249,101859,151290,200459,369208,1127,260166,465615,46518,9019.78316010004,2261177,61,63.61,30.01,99.99,NA
2024-2025,Aug,02,ANDHRA PRADESH,0215,ANAKAPALLI,9289078,293.482077473123,46,3523,3627.477208383,4690,2,33541,9151897,738186,34522,364671,16711,466.73701,30953.3916621834,196322,282979,235472,385447,3102,283407,446493,38231,26859.1774438004,6191451,56,16.83,69.52,100,NA
2024-2025,Aug,02,ANDHRA PRADESH,0218,NTR,6142312,257.357875573992,43,2270,1390.19870185,9639,2,19935,6085207,2336947,121690,490458,23144,241.66288,17292.6210413298,139309,230713,172702,316660,4077,207028,370863,29574,15660.7594594798,3566424,35,67.76,20.88,100,NA
2024-2025,Aug,02,ANDHRA PRADESH,0222,SRI SATHYA SAI,4862348,257.073846816131,37,2687,4176.968820439,7375,0,30968,4894471,765155,63497,356149,24634,526.93987,17286.313571439,128972,217003,210891,398071,2270,266827,491621,38343,12582.404881,2667155,61,35.03,58.88,99.94,NA
2024-2025,Aug,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,1133698,292.204093108862,44,209,315.14175448,981,0,5082,1131299,86279,4336,10879,495,184.83628,3805.68001777962,25603,35186,31328,49649,472,35776,54980,6063,3305.70198329962,823673,60,3.25,94.89,100,NA
2024-2025,Aug,02,ANDHRA PRADESH,0204,EAST GODAVARI,3156339,250.55017946932,36,1736,2066.570183605,5757,0,17362,3091782,1189595,70401,67893,3130,349.21807,10162.2536034051,83586,108805,119694,191594,591,160861,248480,23119,7746.46534980013,1739948,52,46.57,41.26,99.99,NA
2024-2025,Aug,02,ANDHRA PRADESH,0208,PRAKASAM,10885709,207.884922027257,39,3918,4361.413162534,3307,4,40679,10708614,2533190,200490,332700,21781,1113.51626,27736.5232866339,271927,461782,380635,723664,2434,444464,817428,43986,22261.5938640999,6086572,32,9.64,87.15,99.97,NA
2024-2025,Aug,02,ANDHRA PRADESH,0223,ANNAMAYYA,5773446,258.235548683589,45,1325,2751.184070478,6707,1,33250,5515000,1156967,67910,234666,13008,529.54779,17522.422370378,121281,177369,198543,339433,2559,244041,406324,39957,14241.6905099,3253286,59,40.27,53.78,99.99,NA
2024-2025,Aug,02,ANDHRA PRADESH,0224,TIRUPATI,5649280,264.957704920598,38,2032,2375.669644868,7802,6,27769,5367152,2172074,151865,427934,31959,558.54438,17154.896783668,139675,202383,219783,390880,4441,270362,466274,35571,14220.6827588,3500671,41,22.96,72.66,100,NA
2024-2025,Aug,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,1133698,291.978019992502,44,209,315.14175448,981,1,5033,1128021,86030,4336,10869,495,184.83628,3793.55141537962,25592,35152,31331,49656,448,35810,55021,6014,3293.57338089962,821292,60,3.15,95.07,100,NA
2024-2025,Aug,02,ANDHRA PRADESH,0206,KRISHNA,5969827,260.843866138435,42,2133,2079.768423758,10258,0,38530,5942542,2254639,119786,101510,5561,608.32686,18188.8515834583,139835,239389,174946,321909,5547,213612,377109,48788,15500.7562997003,3199809,29,84.89,6.97,100,NA
2024-2025,Aug,02,ANDHRA PRADESH,0210,CHITTOOR,3778872,251.337556405759,34,1501,3421.514283149,5834,0,40453,3487277,1157014,107794,134983,12720,765.51761,12951.8686900491,100425,148787,200112,368529,1073,259980,465206,46287,8764.83679690006,2203479,61,63.35,30.2,99.99,NA
2024-2025,Aug,02,ANDHRA PRADESH,0218,NTR,6142312,256.683312445129,43,2267,1390.19870185,9617,2,19876,6072519,2332264,121672,489532,23140,241.66288,17219.0044999098,139195,230492,172690,316634,3931,206975,370777,29493,15587.1429180598,3559249,35,67.78,20.92,100,NA
2024-2025,July,02,ANDHRA PRADESH,0208,PRAKASAM,7638330,208.646489834413,38,3845,4307.429762534,2901,4,40537,10356953,2442915,200160,324359,21754,999.95677,26916.8054208339,266294,451645,380042,722404,2104,443672,815570,43438,21609.4188882999,5872309,32,9.44,87.75,99.97,NA
2024-2025,July,02,ANDHRA PRADESH,0209,NELLORE,3573720,264.451196561634,26,1397,3336.172609631,3732,7,45381,3832172,1063007,134049,192535,27853,696.67202,14167.0693379309,146549,205281,264060,456647,195,345262,577950,49113,10134.2247082999,2418851,41,35.67,54.57,99.99,NA
2024-2025,July,02,ANDHRA PRADESH,0214,ALLURI SITHARAMA RAJU,4276425,258.615658188034,49,3766,13636.775861543,5852,2,57403,9414301,200362,9839,8603067,403162,518.80862,38502.4409764956,190523,335334,225310,441068,13586,241719,464311,63255,24346.8564949526,4936978,78,65.98,22.16,100,NA
2024-2025,July,02,ANDHRA PRADESH,0215,ANAKAPALLI,5052375,293.551827086646,46,3505,3607.604834583,4142,2,33627,9021362,725888,34492,361241,16719,432.08127,30522.0590836834,194975,280988,235291,385257,2747,282704,445621,37769,26482.3729791004,6102258,56,16.62,70.37,99.99,NA
2024-2025,July,02,ANDHRA PRADESH,0201,SRIKAKULAM,7835640,253.561271025528,48,6454,3908.254575773,9946,1,36989,15546572,1396208,61109,1051912,39949,975.28202,44303.6221598719,321612,462880,381977,672387,7186,434249,741391,46935,39420.0855640989,10935110,44,16.21,79.39,99.99,NA
2024-2025,July,02,ANDHRA PRADESH,0207,GUNTUR,871695,251.132982095225,33,610,1354.165548029,1984,13,16347,2058110,901981,71512,63608,5574,261.59342,6784.35198582905,61910,98822,89861,156922,280,133403,223165,18331,5168.59301780005,1194846,45,92.26,3.03,100,NA
2024-2025,July,02,ANDHRA PRADESH,0208,PRAKASAM,7638330,208.47092737259,38,3853,4307.429762534,2946,4,40521,10400674,2453825,200180,325228,21751,999.95677,26989.7680733339,267252,453290,380112,722545,2175,443765,815792,43467,21682.3815407999,5898508,32,9.45,87.7,99.97,NA
2024-2025,July,02,ANDHRA PRADESH,0211,Y.S.R,2898945,259.428314612075,43,2127,4832.516040484,1962,5,39928,5941997,1242197,79308,82898,5397,800.48024,21048.2189518841,137004,215975,190141,353403,2065,239053,438404,41890,15415.2226714001,3790035,43,32.74,64.51,99.99,NA
2024-2025,July,02,ANDHRA PRADESH,0212,ANANTAPUR,5746950,262.703170077124,40,3493,4299.746534186,4238,1,40335,7038589,1266093,94826,283762,17505,811.90172,23602.2446858857,174655,295444,253526,474045,1756,312655,575704,44573,18490.5964316997,3930551,49,32.99,59.89,99.96,NA
2024-2025,July,02,ANDHRA PRADESH,0215,ANAKAPALLI,5052375,293.3321450635,46,3515,3607.604834583,4302,2,33554,9089661,732134,34501,363117,16711,432.08127,30702.5836948834,195333,281580,235357,385353,2953,283000,446022,37856,26662.8975903004,6148086,56,16.72,70.12,100,NA
2024-2025,July,02,ANDHRA PRADESH,0226,KAKINADA,2718990,247.01925997508,32,2998,1743.312174948,4653,3,23794,4554198,1361667,93390,116345,8488,323.2893,13316.3476723479,139622,194455,203275,344354,354,283812,461785,28447,11249.7461973999,2317868,48,51.25,41.39,99.99,NA
2024-2025,Aug,02,ANDHRA PRADESH,0208,PRAKASAM,10885709,207.546500835464,39,3964,4835.749499298,3491,4,40746,10917889,2592933,200765,338323,21784,1147.4808,28642.926883898,274681,466745,381002,724422,2573,444799,818190,44237,22659.6965846,6216121,32,9.88,86.75,99.89,NA
2024-2025,Aug,02,ANDHRA PRADESH,0210,CHITTOOR,3778872,252.34316211627,37,1540,3623.461000684,6726,0,40898,3954415,1272912,108239,157863,12878,776.12846,14378.2853148841,106569,159764,201675,371729,1480,261242,467944,47624,9978.69585420009,2476298,61,63.99,29.93,99.94,NA
2024-2025,Aug,02,ANDHRA PRADESH,0212,ANANTAPUR,7354336,262.889557840848,41,3588,5267.667016822,4743,1,40889,7345907,1317512,94583,294941,17452,988.61028,25567.8997285219,179110,303260,253932,474818,2254,313031,577180,45632,19311.6224316999,4100812,50,33.58,58.52,99.89,NA
2024-2025,Aug,02,ANDHRA PRADESH,0216,KONASEEMA,4498555,291.40890485574,37,2615,2020.08836745,2445,1,22471,4427855,2165352,116875,38919,2283,364.6345,15287.8866315501,117172,163912,151174,249491,1659,226330,349121,24916,12903.1637641001,2771755,38,89.62,3.37,99.98,NA
2024-2025,Aug,02,ANDHRA PRADESH,0217,ELURU,9429311,250.35933320689,39,3209,3059.708823586,6080,3,35738,9337334,3185437,205550,994696,53218,487.2314,26923.8273652862,236092,379915,317177,587292,3156,372435,669998,41818,23376.8871417002,5458599,49,41.3,51.8,99.94,NA
2024-2025,Aug,02,ANDHRA PRADESH,0205,WEST GODAVARI,3109266,268.301036499248,31,1253,1983.137489038,3385,8,25793,2969486,865416,63487,25174,1765,325.03075,10275.329955738,94986,136037,135253,231744,971,179445,294324,29178,7967.16171670005,1654646,44,84.53,3.56,99.86,NA
2024-2025,Aug,02,ANDHRA PRADESH,0206,KRISHNA,5969827,260.897416691864,42,2133,2159.247341848,10995,0,38044,5966884,2260996,119807,102298,5568,614.5531,18341.2466548482,140070,239731,175059,322076,5565,213799,377402,49039,15567.4462130002,3217011,30,84.36,6.93,99.96,NA
2024-2025,Aug,02,ANDHRA PRADESH,0212,ANANTAPUR,7354336,263.210741433919,40,3583,4628.250068145,4723,1,40766,7308244,1311246,94562,293907,17446,988.46028,24852.7935663449,178643,302389,253800,474550,2200,312949,577000,45489,19236.0832181999,4080559,50,33.44,58.75,99.89,NA
2024-2025,Aug,02,ANDHRA PRADESH,0218,NTR,6142312,256.279223293636,44,2283,1484.387505747,9782,2,20043,6178837,2374413,121749,497851,23180,241.66288,17561.1258579268,139935,231938,172901,317016,4444,207212,371196,29825,15835.0754721798,3620572,35,67.87,20.67,99.93,NA
2024-2025,Aug,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,1133698,291.871214771685,44,212,331.75013448,981,0,5152,1151525,89057,4337,11106,495,189.71324,3882.43338037964,25949,35667,31354,49679,546,35797,55000,6133,3360.97000589964,838314,60,3.74,93.22,100,NA
2024-2025,Aug,02,ANDHRA PRADESH,0204,EAST GODAVARI,3156339,250.946277740024,37,1747,2197.043059705,5936,0,17609,3150277,1208698,70380,68687,3134,354.04767,10456.5935997051,84336,109812,119956,191849,678,160980,248312,23545,7905.50287000011,1767224,53,46.75,40.73,99.95,NA
2024-2025,Aug,02,ANDHRA PRADESH,0223,ANNAMAYYA,5773446,258.18092041079,45,1337,3084.681892373,6868,1,33558,5632246,1177465,67965,237284,13012,529.54779,18155.6142449729,122669,179742,198825,340107,2797,244590,407580,40426,14541.3845625999,3321246,59,40.82,53.1,99.97,NA
2024-2025,Aug,02,ANDHRA PRADESH,0226,KAKINADA,4739603,247.901823128464,33,3031,1861.595808806,6075,3,23968,4749956,1402906,93385,119430,8508,383.68082,14020.5041506059,142385,198829,203816,345291,563,284642,463256,30043,11775.2275217999,2410254,50,51.01,39.94,99.93,NA
2024-2025,July,02,ANDHRA PRADESH,0202,VIZIANAGARAM,9011925,230.33091428517,44,7229,3372.030359629,4298,3,37066,13485169,1490666,74721,367820,18071,710.42009,35142.9635002294,300118,446052,350857,642494,2007,386061,691449,41364,31060.5130506004,9218183,47,4.02,92.83,99.99,NA
2024-2025,July,02,ANDHRA PRADESH,0206,KRISHNA,2182620,260.698865131878,42,2122,2065.986273758,7983,0,40255,5861941,2232180,119740,99128,5558,543.26045,17891.2603854583,139054,238167,174696,321537,5399,213227,376548,48238,15282.0136617003,3146643,28,86.23,7.1,99.98,NA
2024-2025,July,02,ANDHRA PRADESH,0208,PRAKASAM,7638330,208.713253597956,38,3845,4307.429762534,2888,4,40545,10338782,2438430,200135,323363,21752,999.95677,26885.7948271339,266110,451265,380021,722347,2085,443620,815444,43433,21578.4082945999,5861015,32,9.44,87.76,99.97,NA
2024-2025,July,02,ANDHRA PRADESH,0215,ANAKAPALLI,5052375,293.809262487794,46,3505,3607.604834583,4132,2,33628,9010522,725353,34494,359842,16719,432.08127,30513.4343390834,194948,280951,235279,385246,2703,282665,445575,37760,26473.7482345004,6093973,56,16.62,70.37,100,NA
2024-2025,Sep,02,ANDHRA PRADESH,0204,EAST GODAVARI,3313838,250.901751435149,37,1754,2197.043059705,6009,0,17664,3173546,1217431,70412,69090,3135,354.04767,10513.5732263051,84639,110239,120020,191959,750,161888,249416,23673,7962.48249660011,1778843,53,46.71,40.59,99.97,NA
2024-2025,Sep,02,ANDHRA PRADESH,0212,ANANTAPUR,7487785,263.083180015473,41,3588,5266.887008822,4849,1,40859,7355851,1319097,94558,295177,17373,988.61028,25607.504016822,179255,303475,253835,474614,3245,313111,577358,45708,19352.006728,4105960,50,33.59,58.46,99.85,NA
2024-2025,Sep,02,ANDHRA PRADESH,0214,ALLURI SITHARAMA RAJU,9934381,259.849670780847,51,3817,14904.261078363,7524,2,61049,9949548,208738,9834,9101387,403584,557.92015,41316.0489505453,193320,341152,225678,441535,16474,242094,464804,68573,25853.8677221823,5205631,79,63.92,20.06,99.91,NA
2024-2025,Sep,02,ANDHRA PRADESH,0220,PALNADU,5754630,249.680118974261,31,2076,2177.030159592,2386,4,32031,5622426,1462968,120774,504059,40944,377.08938,16592.1994656318,178298,299165,256622,460358,934,326247,560927,34417,14038.0799260398,3016164,24,75.57,21,99.91,NA
2024-2025,Aug,02,ANDHRA PRADESH,0202,VIZIANAGARAM,13656324,230.390390702454,45,7238,3417.384201929,4564,2,37616,13590291,1501376,74713,371100,18069,921.89565,35650.0043844295,300938,447624,350927,642428,2995,386412,691831,42180,31310.7245325005,9284729,48,4.41,91.95,99.98,NA
2024-2025,Aug,02,ANDHRA PRADESH,0208,PRAKASAM,10885709,207.680315574526,39,3950,4361.413162534,3414,4,40699,10798717,2557285,200591,335385,21782,1147.4808,27935.703506134,273366,464313,380778,723977,2488,444613,817800,44113,22426.8095436,6142035,32,9.7,86.99,99.94,NA
2024-2025,Aug,02,ANDHRA PRADESH,0211,Y.S.R,6216498,259.397474914464,43,2140,4883.654430484,2754,5,39505,6066444,1266974,79220,85199,5385,980.28059,21600.137573584,137960,217551,190198,353292,2456,239503,438981,42259,15736.2025531,3877073,43,33.02,63.9,99.98,NA
2024-2025,Aug,02,ANDHRA PRADESH,0217,ELURU,9429311,250.352780236755,39,3208,2881.586730606,6020,3,35619,9314178,3179238,205560,990532,53202,487.2314,26687.1217098062,235900,379553,317178,587295,3120,372275,669699,41639,23318.3035792002,5445528,49,41.22,51.97,99.93,NA
2024-2025,Aug,02,ANDHRA PRADESH,0218,NTR,6142312,256.449346718987,43,2279,1390.19870185,9754,2,19964,6130841,2354987,121713,493870,23172,241.66288,17354.3632747298,139636,231309,172791,316825,4281,207107,370980,29718,15722.5016928798,3593063,35,67.79,20.78,99.95,NA
2024-2025,Aug,02,ANDHRA PRADESH,0204,EAST GODAVARI,3156339,250.758931793182,37,1736,2066.570183605,5834,0,17357,3103238,1193032,70367,67986,3130,354.04767,10202.2643134051,83759,109040,119734,191576,600,160764,248063,23191,7781.64645980012,1745932,52,46.58,41.13,99.97,NA
2024-2025,Aug,02,ANDHRA PRADESH,0205,WEST GODAVARI,3109266,268.405151463847,31,1253,1971.811717638,3372,8,25751,2964899,864238,63484,25103,1764,324.52275,10254.2761193381,94927,135949,135225,231688,964,179340,294148,29123,7957.94165170008,1652263,44,84.59,3.57,99.95,NA
2024-2025,Aug,02,ANDHRA PRADESH,0206,KRISHNA,5969827,260.924496390707,42,2133,2079.768423758,10639,0,38267,5951300,2257100,119797,101798,5566,614.8996,18223.0675774582,139941,239538,175015,322001,5553,213679,377212,48906,15528.3995537002,3205941,29,84.72,6.96,99.99,NA
2024-2025,Aug,02,ANDHRA PRADESH,0214,ALLURI SITHARAMA RAJU,9788771,259.802366400255,50,3805,13676.949781543,6827,2,60540,9792472,205494,9838,8954530,403404,557.92015,39675.9439166254,192237,338987,225575,441363,15632,241853,464368,67367,25441.0739850823,5128253,79,65.44,20.99,99.97,NA
2024-2025,Aug,02,ANDHRA PRADESH,0220,PALNADU,5680907,249.885545097066,31,2075,2028.999747446,2138,4,32255,5607504,1460182,120766,500925,40943,377.08938,16418.4310641858,177977,298562,256602,460308,930,325948,560403,34393,14012.3419367398,3008722,24,75.73,21.05,99.97,NA
2024-2025,Aug,02,ANDHRA PRADESH,0225,PARVATHIPURAM MANYAM,10027422,249.73730830035,58,3940,5100.079876327,4575,1,39483,10034459,1180803,45785,3940465,135833,461.78436,30621.6520454292,171327,289933,192808,373668,12706,210829,399389,44058,25059.7878091022,5858360,73,37.87,54.18,99.98,NA
2024-2025,Aug,02,ANDHRA PRADESH,0205,WEST GODAVARI,3109266,268.454036787175,31,1253,1971.811717638,3372,8,25773,2966795,864914,63485,25174,1765,324.52275,10260.8154083381,94953,135992,135237,231710,967,179358,294177,29145,7964.48094070008,1653325,44,84.53,3.56,99.93,NA
2024-2025,Aug,02,ANDHRA PRADESH,0208,PRAKASAM,10885709,207.960397307607,39,3939,4361.413162534,3385,4,40694,10767375,2550278,200545,334460,21779,1147.4808,27900.769792134,272807,463354,380701,723850,2466,444590,817752,44079,22391.8758296,6122539,32,9.67,87.04,99.95,NA
2024-2025,Aug,02,ANDHRA PRADESH,0209,NELLORE,4623102,262.977042316953,27,1549,3367.980769631,4113,6,46915,4405303,1226392,134943,218259,28043,808.91319,15761.829494131,161764,229108,265864,460255,356,347135,582252,51028,11584.9355345,2783967,39,37.13,53.12,99.96,NA
2024-2025,Aug,02,ANDHRA PRADESH,0212,ANANTAPUR,7354336,263.11516619765,40,3569,4375.051834886,4701,1,40644,7276938,1305832,94582,292701,17446,989.79693,24511.5762776859,178176,301574,253720,474391,2164,312731,576508,45345,19146.7275127999,4063309,50,33.36,58.88,99.93,NA
2024-2025,Aug,02,ANDHRA PRADESH,0205,WEST GODAVARI,3109266,268.419002899408,31,1253,1971.811717638,3372,8,25749,2964746,864219,63484,25103,1764,324.52275,10254.2761193381,94927,135949,135225,231689,964,179338,294147,29121,7957.94165170008,1652152,44,84.59,3.57,99.95,NA
2024-2025,Aug,02,ANDHRA PRADESH,0211,Y.S.R,6216498,259.178422105194,43,2140,4883.654430484,2714,5,39468,6055898,1264585,79218,84903,5387,981.24253,21560.477841184,137870,217400,190188,353279,2444,239464,438927,42182,15695.5808807,3869436,43,32.98,63.99,99.99,NA
2024-2025,Aug,02,ANDHRA PRADESH,0213,KURNOOL,4895797,292.876139769308,28,2286,3105.686109655,4671,2,39140,4923141,982636,104852,77374,6844,918.8908,18443.2822258551,173169,294698,252453,492366,623,325681,615162,43811,14418.7053162001,2705367,42,53.64,39.14,99.96,NA
2024-2025,Aug,02,ANDHRA PRADESH,0214,ALLURI SITHARAMA RAJU,9788771,259.832751521141,50,3805,13676.949781543,6791,2,60556,9791158,205494,9838,8953228,403403,557.92015,39675.5051687253,192233,338974,225575,441362,15628,241873,464400,67347,25440.6352371823,5127643,79,65.43,21,99.97,NA
2024-2025,Aug,02,ANDHRA PRADESH,0215,ANAKAPALLI,9289078,293.445204526215,46,3528,3627.477208383,4913,2,33395,9162542,739232,34523,365197,16714,467.06701,30981.5843300834,196555,283295,235478,385421,3128,283428,446487,38308,26887.0401117004,6199059,56,16.79,69.34,99.99,NA
2024-2025,Aug,02,ANDHRA PRADESH,0224,TIRUPATI,5649280,266.946802279717,38,2047,2375.669644868,8009,6,27730,5421381,2191887,151903,431373,31993,558.54438,17406.4172437681,140752,204075,220019,391292,4535,270527,466604,35739,14472.2032189001,3535236,41,23.07,72.54,99.99,NA
2024-2025,Sep,02,ANDHRA PRADESH,0201,SRIKAKULAM,15686755,253.532740373456,48,6466,4277.514874848,11389,2,36438,15674276,1405558,61039,1067966,39919,1391.04711,45407.9834613469,322213,464138,381992,672270,7749,434834,742271,47827,39739.4214764989,11022085,44,16.48,78.77,99.98,NA
2024-2025,Sep,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,1146284,291.795387674213,44,212,335.43930448,993,0,5148,1155029,89441,4336,11140,495,220.08042,3925.84107277959,25957,35695,31353,49673,547,35813,55013,6141,3370.32134829959,840629,60,3.88,92.97,99.99,NA
2024-2025,Sep,02,ANDHRA PRADESH,0216,KONASEEMA,4661798,291.431431371052,37,2616,2031.07595745,2572,1,22445,4442950,2171964,116902,39015,2283,419.58112,15398.8098575501,117277,164066,151194,249551,1795,226932,349969,25017,12948.1527801002,2780601,38,89.33,3.35,99.99,NA
2024-2025,Dec,02,ANDHRA PRADESH,0208,PRAKASAM,11892374,208.776335579613,41,4084,10347.868305724,7459,3,40756,11750696,2800486,201342,369734,21935,1794.13898,36674.6797996242,284549,485249,382390,727473,4545,446968,823019,48215,24532.6725139002,6697081,34,10.96,71.69,99.96,NA
2024-2025,Dec,02,ANDHRA PRADESH,0212,ANANTAPUR,8375862,263.532646172201,44,3835,10923.832480769,8691,0,43699,8707001,1553454,94475,339085,17322,1549.80064,35419.423258309,195303,332533,257013,481312,9495,314742,582727,52390,22945.79013754,4843423,51,33.6,48.22,99.97,NA
2024-2025,Dec,02,ANDHRA PRADESH,0213,KURNOOL,5877337,292.045002270223,32,2483,6657.102278951,7727,4,42369,6080883,1200341,106081,109218,7182,1456.14272,25872.1598943506,189804,325421,257903,502983,2895,331604,627526,50096,17758.9148953996,3312362,44,50.06,33.25,99.97,NA
2024-2025,Dec,02,ANDHRA PRADESH,0216,KONASEEMA,5188267,291.322613685651,41,2662,4106.784468474,6242,0,23090,5003402,2418342,117364,45173,2312,630.62973,19313.4556780741,121052,169511,152966,252118,6128,229364,353401,29332,14576.0414796001,3110243,40,83.22,2.82,100,NA
2024-2025,Dec,02,ANDHRA PRADESH,0220,PALNADU,5997896,247.877435660073,33,2184,4041.104100451,4959,4,32046,6285304,1606705,121554,560722,41529,648.34941,20269.303889091,188538,316742,260657,466911,2664,331329,569375,37005,15579.85037864,3350604,26,72.33,18.5,99.93,NA
2024-2025,Dec,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,1225268,290.566807157165,46,219,682.955096805,1835,0,4819,1232159,95837,4349,12607,496,332.91246,4596.11262220466,26481,36485,31498,49870,1658,36043,55302,6654,3580.24506539966,898189,60,5.6,83.82,100,NA
2024-2025,Dec,02,ANDHRA PRADESH,0206,KRISHNA,6263748,261.235083369742,43,2149,7099.169560354,25052,0,27689,6136099,2312851,119961,105825,5575,1071.30532,24200.1182186539,141660,242350,175870,323281,8143,215870,380710,52741,16029.6433382999,3319509,31,66.76,5.32,99.99,NA
2024-2025,Dec,02,ANDHRA PRADESH,0207,GUNTUR,2603780,252.545109378052,34,629,1827.124860579,3315,12,16581,2231252,971003,71727,70440,5640,572.19602,8034.23868447898,64620,102872,90585,158100,634,134525,225119,19896,5634.91780389998,1308587,49,87.99,2.79,99.99,NA
2024-2025,Dec,02,ANDHRA PRADESH,0210,CHITTOOR,5142205,258.004892144905,48,1714,7866.536541738,11051,0,47311,6786884,1981273,111632,271560,13645,1306.171,26683.2002859378,140886,219207,213504,394121,6635,271063,486669,58362,17510.4927441998,4151845,63,56.18,24.51,99.97,NA
2024-2025,Dec,02,ANDHRA PRADESH,0219,BAPATLA,5907737,265.935171073796,34,2105,3589.480400145,10984,2,30537,5666765,1995126,139313,218678,14851,612.7453,19272.146897245,164589,279948,211633,391469,1705,266798,470047,41521,15069.9211971,3072433,25,68.73,18.64,99.98,NA
2024-2025,Dec,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,1225268,290.565866254561,46,219,682.955096805,1696,0,4956,1232132,95837,4349,12607,496,332.91246,4596.02257600465,26481,36485,31498,49870,1658,36041,55298,6652,3580.15501919965,898174,60,5.54,83.96,100,NA
2024-2025,Dec,02,ANDHRA PRADESH,0205,WEST GODAVARI,3568020,268.537291388753,32,1298,4147.210016686,6572,4,24164,3221902,937542,63579,28110,1766,543.89038,13343.108758686,97867,140290,135997,232742,1728,180362,295793,30736,8652.00836200005,1790722,46,74.36,3.28,99.99,NA
2024-2025,Dec,02,ANDHRA PRADESH,0213,KURNOOL,5877337,290.704254871958,32,2487,6657.102278951,7740,4,42515,6126229,1209540,106120,110049,7187,1456.14272,25922.4533651508,190244,326297,258067,503258,2965,331759,627831,50255,17809.2083661998,3336339,44,49.84,32.89,99.97,NA
2024-2025,Dec,02,ANDHRA PRADESH,0218,NTR,6594264,258.505636126007,45,2350,3078.28602599,11010,2,21246,6626915,2542749,122062,525947,23272,482.69775,20691.9325522698,144197,240069,174343,319518,6638,210039,376556,32256,17130.9487762798,3875002,36,65.55,18.82,99.99,NA
2024-2025,Dec,02,ANDHRA PRADESH,0201,SRIKAKULAM,16224106,253.34427083722,50,6550,9352.372787594,18574,0,38341,16594292,1522814,60707,1208192,39526,2079.51703,53472.5778855931,326554,472630,382732,670421,19085,436152,741596,56915,42040.6880679991,11658835,47,16.96,69.18,99.99,NA
2024-2025,Dec,02,ANDHRA PRADESH,0203,VISAKHAPATANAM,1225268,290.53959593482,46,219,682.955096805,1894,0,4767,1232623,95859,4349,12607,496,332.91246,4597.12544040466,26484,36491,31497,49869,1658,36044,55303,6661,3581.25788359966,898421,60,6.06,83.01,99.99,NA
2024-2025,Dec,02,ANDHRA PRADESH,0205,WEST GODAVARI,3568020,268.298886078683,33,1300,4147.210016686,6587,4,24213,3234241,941047,63599,28269,1766,543.89038,13368.5329727861,97990,140466,136037,232822,1748,180406,295881,30800,8677.43257610005,1797875,46,73.24,3.22,99.98,NA
2024-2025,Dec,02,ANDHRA PRADESH,0211,Y.S.R,6732278,260.070805739522,45,2189,9072.526170844,9902,3,35196,6490435,1359553,79355,92302,5387,1664.4761,27616.728871344,142781,225534,191328,354855,5094,241421,441955,45098,16879.7266005,4152838,45,31.11,52.85,99.99,NA
2024-2025,Dec,02,ANDHRA PRADESH,0213,KURNOOL,5877337,291.796101454772,32,2503,6657.102278951,7990,4,42458,6250588,1236060,106272,112559,7194,1456.14272,26352.2171009508,191676,328993,258562,504229,3130,332107,628553,50448,18238.9721019998,3402828,44,48.96,32.06,99.96,NA
2024-2025,Dec,02,ANDHRA PRADESH,0214,ALLURI SITHARAMA RAJU,11248066,260.186767547756,64,4134,30414.295312594,15200,2,59854,13332126,256379,9944,12285133,409367,1085.78479,66188.507787388,206227,368167,228719,447828,41477,245874,472544,75054,34688.427684794,6985177,80,55.37,15.6,99.98,NA
2024-2025,Dec,02,ANDHRA PRADESH,0218,NTR,6594264,258.572291800353,46,2351,3078.24686999,11035,2,21308,6645386,2549056,122034,527298,23273,482.69775,20744.0714991698,144342,240333,174361,319575,6737,210111,376733,32343,17183.1268791798,3885488,37,64.42,18.33,99.98,NA
2024-2025,Dec,02,ANDHRA PRADESH,0205,WEST GODAVARI,3568020,268.601376791835,32,1298,3949.529765564,6424,4,24181,3201261,930563,63546,27827,1767,543.35638,13091.5172662641,97687,140032,135919,232591,1682,180221,295528,30605,8598.63112070007,1779407,46,75.78,3.36,99.99,NA
